Airline,Source,Dest,Stops,Info,Price,Day,Month,Distance(km),Duration
IndiGo,DEL,COK,1,0,6442,6,3,2084.71,940
Jet Airways,DEL,COK,1,1,10262,12,6,2201.6,825
Jet Airways,BOM,HYD,0,0,17501,1,3,623.54,85
Air India,BLR,DEL,0,0,8273,24,5,1709.71,165
Air India,DEL,COK,2,0,10703,21,3,2671.33,1485
Multiple carriers,DEL,COK,1,0,8510,15,6,2201.6,930
IndiGo,BOM,HYD,0,0,2754,15,3,623.54,90
IndiGo,BOM,HYD,0,0,2227,18,5,623.54,90
Multiple carriers,DEL,COK,2,0,18275,27,6,2325.49,460
SpiceJet,DEL,COK,1,2,6356,21,4,2130.78,270
Jet Airways,CCU,BLR,1,0,14781,15,5,2500.36,400
Jet Airways,DEL,COK,2,1,13029,27,5,2206.24,1615
GoAir,BLR,DEL,0,0,4340,1,5,1709.71,170
Air India,CCU,BLR,2,0,12224,12,6,3728.94,1215
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,1545
IndiGo,CCU,BLR,0,0,4174,15,4,1547.27,165
Air India,BLR,DEL,2,0,14887,1,3,2109.51,1795
Multiple carriers,DEL,COK,1,0,12853,9,4,2201.6,615
Air Asia,BLR,DEL,0,0,3383,15,5,1709.71,165
GoAir,BLR,DEL,0,0,11111,1,3,1709.71,175
Jet Airways,BLR,DEL,0,0,7229,1,4,1709.71,180
Jet Airways,BLR,DEL,0,1,4030,6,5,1709.71,180
IndiGo,DEL,COK,1,0,14871,3,3,2201.6,635
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,520
Multiple carriers,DEL,COK,1,0,14533,18,5,2201.6,465
Air India,DEL,COK,1,0,7258,6,6,2077.09,875
SpiceJet,DEL,COK,1,0,4812,1,4,2130.78,270
Jet Airways,CCU,BLR,1,1,12384,9,5,3022.67,690
Air India,DEL,COK,2,0,8603,6,6,2206.24,1180
Air India,DEL,COK,2,0,8603,6,6,2206.24,435
Jet Airways,CCU,BLR,1,0,14231,24,3,2500.36,570
Jet Airways,DEL,COK,2,0,15129,9,5,2263.95,1760
Air Asia,DEL,COK,1,0,11410,1,6,2077.09,625
Air India,BLR,DEL,2,0,12725,12,3,2079.22,1475
Jet Airways,DEL,COK,2,0,13292,9,6,2232.34,1620
SpiceJet,CCU,BLR,0,0,3873,24,4,1547.27,155
IndiGo,MAA,CCU,0,0,3850,15,6,1387.26,140
SpiceJet,CCU,BLR,1,0,8479,9,6,2408.53,435
Jet Airways,CCU,BLR,1,0,14151,24,5,3022.67,840
Air India,BLR,DEL,0,0,5228,24,4,1709.71,165
Vistara,CCU,BLR,1,0,9397,9,6,3022.67,1555
Jet Airways,BOM,HYD,0,1,4995,18,6,623.54,85
Air India,DEL,COK,2,0,10651,1,6,2263.95,1410
Air Asia,BLR,DEL,0,0,4282,3,4,1709.71,170
Air India,CCU,BLR,2,0,10697,21,5,3102.91,810
Jet Airways,CCU,BLR,1,1,9314,21,5,3022.67,1730
IndiGo,MAA,CCU,0,0,3540,27,6,1387.26,145
Air India,DEL,COK,2,0,9443,12,6,2263.95,1595
Multiple carriers,DEL,COK,1,0,15147,6,3,2201.6,480
Jet Airways,BLR,DEL,0,0,8016,27,6,1709.71,180
IndiGo,BOM,HYD,0,0,2437,24,5,623.54,90
IndiGo,DEL,COK,1,0,6104,27,5,2201.6,895
SpiceJet,BOM,HYD,0,2,1965,6,6,623.54,90
Multiple carriers,DEL,COK,1,0,7408,12,6,2201.6,480
IndiGo,BOM,HYD,0,0,4049,18,6,623.54,90
Jet Airways,BLR,DEL,0,0,8016,1,6,1709.71,180
Multiple carriers,DEL,COK,1,0,10197,9,5,2201.6,720
Jet Airways,CCU,BLR,1,1,10844,1,5,2500.36,665
Jet Airways,CCU,BLR,1,0,12692,9,6,3022.67,1570
Jet Airways,CCU,BLR,1,0,14781,6,5,2500.36,475
GoAir,CCU,BLR,1,0,7335,24,5,2500.36,495
Jet Airways,BLR,DEL,0,0,7229,27,5,1709.71,180
Vistara,BLR,DEL,0,0,4353,24,3,1709.71,175
Jet Airways,CCU,BLR,1,0,13941,18,5,2500.36,735
Jet Airways,BLR,DEL,1,0,12295,12,3,2028.89,280
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,825
Vistara,CCU,BLR,1,0,7927,9,5,3022.67,930
Air Asia,BLR,DEL,0,0,4483,15,4,1709.71,170
Jet Airways,BLR,DEL,1,0,19225,6,3,1971.87,405
GoAir,DEL,COK,1,0,4692,24,4,2247.89,370
Jet Airways,BLR,DEL,1,0,13555,18,3,1971.87,725
IndiGo,DEL,COK,1,0,6270,9,4,2201.6,630
Jet Airways,CCU,BLR,1,0,13584,6,5,2500.36,1285
Jet Airways,DEL,COK,2,0,13180,21,3,3860.03,1600
Jet Airways,CCU,BLR,1,0,14151,12,5,3022.67,1295
Vistara,DEL,COK,0,0,6216,12,5,2048.6,190
Multiple carriers,DEL,COK,1,0,15135,3,3,2201.6,680
Multiple carriers,DEL,COK,1,1,15136,6,3,2201.6,570
Jet Airways,DEL,COK,1,1,10262,27,6,2201.6,1005
Jet Airways,CCU,BLR,1,1,12384,18,5,3022.67,750
Jet Airways,CCU,BLR,1,1,9314,1,4,3022.67,575
Jet Airways,CCU,BLR,1,1,9314,6,5,3022.67,1500
Air India,DEL,COK,1,0,10454,1,6,2201.6,615
Air India,DEL,COK,1,0,8372,18,5,2201.6,520
Jet Airways,DEL,COK,1,1,11848,9,3,2201.6,520
IndiGo,DEL,COK,1,0,6416,1,6,2201.6,750
IndiGo,BOM,HYD,0,0,3342,1,4,623.54,90
Jet Airways,CCU,BLR,2,1,10118,6,6,2512.92,1495
Air India,CCU,BLR,2,0,14960,12,6,3664.88,1185
IndiGo,DEL,COK,1,0,6818,15,6,2084.71,665
Air India,CCU,BLR,0,0,5510,12,6,1547.27,150
Jet Airways,CCU,BLR,1,0,14388,21,5,2500.36,1610
Multiple carriers,DEL,COK,1,0,7038,3,6,2084.71,455
Multiple carriers,DEL,COK,1,0,8266,9,5,2201.6,630
Jet Airways,DEL,COK,2,0,14300,27,6,2895.09,1480
Air India,CCU,BLR,1,0,8366,9,5,2500.36,1350
Jet Airways,BLR,DEL,1,0,17261,6,3,1971.87,695
Vistara,CCU,BLR,1,0,8452,6,6,3022.67,1555
IndiGo,CCU,BLR,1,0,8567,1,4,2538.47,320
Multiple carriers,DEL,COK,1,0,9646,15,6,2084.71,925
Air India,DEL,COK,2,0,8341,9,4,2993.19,1275
Jet Airways,DEL,COK,1,1,12373,9,5,2201.6,1530
SpiceJet,MAA,CCU,0,2,3543,21,6,1387.26,140
Jet Airways,CCU,BLR,1,1,13994,9,6,3022.67,395
IndiGo,BLR,DEL,0,0,4777,24,3,1709.71,170
Multiple carriers,DEL,COK,1,0,7038,1,6,2084.71,455
IndiGo,BOM,HYD,0,0,3175,3,4,623.54,90
Multiple carriers,DEL,COK,1,0,7408,9,6,2201.6,660
IndiGo,BLR,DEL,0,0,3943,15,6,1709.71,180
Jet Airways,DEL,COK,1,0,15974,6,3,2201.6,1225
SpiceJet,CCU,BLR,0,0,3873,27,5,1547.27,155
IndiGo,BLR,DEL,0,0,4423,15,4,1709.71,170
Jet Airways,DEL,COK,2,0,15129,27,5,2206.24,1125
IndiGo,DEL,COK,1,0,8285,21,3,2201.6,755
Air India,BOM,HYD,0,0,3100,6,6,623.54,80
Air India,BLR,DEL,2,0,25430,1,3,2079.22,1475
SpiceJet,BOM,HYD,0,2,2385,18,3,623.54,80
Jet Airways,CCU,BLR,1,0,11316,6,6,2538.47,435
Jet Airways,DEL,COK,1,1,10262,15,6,2201.6,1005
Air India,CCU,BLR,2,0,7662,24,5,1838.55,445
Jet Airways,CCU,BLR,1,0,14231,24,3,2500.36,1605
IndiGo,DEL,COK,1,0,6838,9,6,2201.6,705
Jet Airways,DEL,COK,2,0,13376,15,6,2600.67,1300
Jet Airways,DEL,COK,1,1,10262,24,6,2201.6,1680
IndiGo,DEL,COK,1,0,8574,27,3,2201.6,480
Jet Airways,BLR,DEL,1,1,7832,9,3,1971.87,615
Multiple carriers,DEL,COK,1,0,12192,24,6,2201.6,910
Jet Airways,BOM,HYD,0,1,4050,15,6,623.54,90
GoAir,BLR,DEL,0,0,6722,12,4,1709.71,175
Jet Airways,CCU,BLR,1,1,10844,9,6,2500.36,1220
Multiple carriers,DEL,COK,1,0,7408,15,6,2201.6,840
Jet Airways,DEL,COK,1,0,14189,21,3,2201.6,455
SpiceJet,CCU,BLR,0,2,3841,24,5,1547.27,150
Jet Airways,CCU,BLR,1,1,8586,9,5,2500.36,875
Multiple carriers,DEL,COK,1,0,7155,27,6,2201.6,520
Jet Airways,CCU,BLR,1,1,9899,12,6,2500.36,590
Jet Airways,CCU,BLR,1,0,14571,6,6,2500.36,685
IndiGo,BLR,DEL,0,0,4823,18,5,1709.71,175
Jet Airways,BLR,DEL,0,1,4544,9,5,1709.71,180
Air India,BLR,DEL,1,3,14752,1,3,1977.76,1200
Air India,CCU,BLR,2,0,11542,9,5,3097.47,1700
Jet Airways,DEL,COK,0,1,7202,21,5,2048.6,195
Multiple carriers,DEL,COK,1,0,11098,9,6,2201.6,505
Air India,BOM,HYD,0,0,2575,27,3,623.54,75
Multiple carriers,DEL,COK,1,0,6673,27,3,2201.6,755
IndiGo,BLR,DEL,0,0,14306,1,3,1709.71,170
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,395
Jet Airways,CCU,BLR,1,1,9314,15,5,3022.67,1730
Jet Airways,BOM,HYD,0,1,4995,9,3,623.54,90
Jet Airways,BLR,DEL,1,1,7832,21,3,1971.87,1200
Jet Airways,CCU,BLR,1,1,8586,21,5,2500.36,1430
Air India,DEL,COK,0,0,6094,27,4,2048.6,170
Jet Airways,DEL,COK,2,0,13292,24,6,2232.34,810
Jet Airways,DEL,COK,2,1,10368,9,6,2206.24,1375
Multiple carriers,DEL,COK,1,0,9718,27,5,2201.6,660
Jet Airways,BLR,DEL,1,1,7412,21,3,1971.87,1365
Air India,DEL,COK,2,0,10441,6,6,2993.19,1275
IndiGo,DEL,COK,1,0,14871,3,3,2201.6,890
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,660
Jet Airways,BLR,DEL,1,0,36235,1,3,1971.87,305
IndiGo,BOM,HYD,0,0,3175,24,3,623.54,90
SpiceJet,MAA,CCU,0,0,3597,24,5,1387.26,140
SpiceJet,BOM,HYD,0,2,1965,27,6,623.54,90
Multiple carriers,DEL,COK,1,0,12717,24,6,2201.6,540
IndiGo,DEL,COK,0,0,6015,3,6,2048.6,195
Air Asia,BLR,DEL,0,0,5615,9,3,1709.71,165
Multiple carriers,DEL,COK,1,0,7845,27,3,2201.6,395
Jet Airways,CCU,BLR,1,1,10844,9,6,2500.36,1525
Jet Airways,BLR,DEL,1,0,27210,15,3,1971.87,460
IndiGo,CCU,BLR,0,0,4174,6,4,1547.27,150
Multiple carriers,DEL,COK,1,0,6883,21,3,2201.6,780
Multiple carriers,DEL,COK,1,0,6883,21,3,2201.6,720
Jet Airways,CCU,BLR,1,0,8355,21,5,2538.47,435
SpiceJet,BLR,DEL,0,2,5469,24,3,1709.71,170
Jet Airways,BLR,DEL,0,1,6478,27,6,1709.71,165
Vistara,BLR,DEL,0,0,11913,3,3,1709.71,160
IndiGo,DEL,COK,1,0,7006,21,5,2201.6,415
Jet Airways,CCU,BLR,1,0,12681,1,4,2500.36,365
Jet Airways,DEL,COK,2,0,15129,21,5,2263.95,1195
Multiple carriers,DEL,COK,1,0,13587,15,6,2201.6,420
Jet Airways,DEL,COK,1,0,14714,1,6,2201.6,1425
IndiGo,BLR,DEL,1,0,6220,3,3,1722.67,290
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,330
Air India,CCU,BLR,1,0,8576,12,5,2500.36,545
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1495
Jet Airways,DEL,COK,2,0,12819,24,6,2263.95,1430
GoAir,DEL,COK,1,0,5052,15,4,2247.89,370
Jet Airways,BLR,DEL,1,0,22270,1,3,1971.87,1455
Vistara,BLR,DEL,0,0,5613,27,4,1709.71,160
SpiceJet,CCU,BLR,0,0,3873,1,4,1547.27,145
IndiGo,DEL,COK,0,0,6015,15,5,2048.6,195
Jet Airways,CCU,BLR,1,1,10844,9,6,2500.36,330
SpiceJet,BOM,HYD,0,0,2227,12,5,623.54,90
Jet Airways,BLR,DEL,0,0,7229,1,4,1709.71,180
Jet Airways,DEL,COK,2,1,10368,6,6,2206.24,810
Jet Airways,DEL,COK,1,1,12898,21,5,2201.6,655
Multiple carriers,DEL,COK,1,0,12192,12,6,2201.6,720
Jet Airways,CCU,BLR,1,0,12121,9,5,3022.67,840
Air India,DEL,COK,2,0,16163,27,5,4043.05,1490
Jet Airways,BLR,DEL,1,0,12284,18,3,1971.87,760
IndiGo,BLR,DEL,0,0,5780,21,6,1709.71,165
Jet Airways,BOM,HYD,0,1,4995,9,5,623.54,90
IndiGo,DEL,COK,1,0,6496,9,6,2077.09,295
Air India,DEL,COK,2,0,12488,12,6,2671.33,1855
IndiGo,BLR,DEL,0,0,4823,15,5,1709.71,175
SpiceJet,BOM,HYD,0,2,2647,18,6,623.54,90
IndiGo,BLR,DEL,0,0,12649,3,3,1709.71,170
Multiple carriers,DEL,COK,1,0,8266,12,6,2201.6,455
Vistara,DEL,COK,0,0,6216,15,5,2048.6,190
IndiGo,BLR,DEL,0,0,4423,1,4,1709.71,165
Jet Airways,BLR,DEL,1,0,17996,6,3,1971.87,1455
SpiceJet,DEL,COK,1,2,5726,15,4,2130.78,270
Multiple carriers,DEL,COK,1,0,15147,6,3,2201.6,570
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,1325
Jet Airways,DEL,COK,2,0,12819,24,6,2263.95,1760
Multiple carriers,DEL,COK,1,0,7198,27,6,2201.6,450
IndiGo,DEL,COK,1,0,5073,3,4,2201.6,300
IndiGo,BLR,DEL,0,0,3943,27,6,1709.71,180
Jet Airways,BOM,HYD,0,1,3205,27,3,623.54,85
SpiceJet,BLR,DEL,0,2,3257,12,5,1709.71,160
IndiGo,CCU,BLR,0,0,4804,3,6,1547.27,155
IndiGo,BLR,DEL,1,0,10231,9,3,1743.04,285
Jet Airways,DEL,COK,1,1,12898,21,5,2201.6,450
IndiGo,BOM,HYD,0,0,2227,21,3,623.54,85
Air India,CCU,BLR,2,0,9258,1,4,2578.2,1390
Jet Airways,CCU,BLR,1,1,9663,24,5,2500.36,1010
Jet Airways,BOM,HYD,0,0,8040,21,5,623.54,85
GoAir,BLR,DEL,0,0,3419,6,6,1709.71,165
Jet Airways,BLR,DEL,0,0,8016,1,6,1709.71,180
Jet Airways,BLR,DEL,0,0,7229,6,4,1709.71,180
GoAir,DEL,COK,1,0,4959,6,6,2201.6,540
Air India,CCU,BLR,2,0,10151,9,6,2578.2,1390
Jet Airways,CCU,BLR,1,1,10844,9,6,2500.36,590
IndiGo,DEL,COK,1,0,7205,6,3,2084.71,370
Jet Airways,BLR,DEL,1,0,12284,18,3,1971.87,570
Jet Airways,CCU,BLR,1,1,13994,9,6,3022.67,750
IndiGo,DEL,COK,0,0,6015,15,4,2048.6,195
IndiGo,CCU,BLR,1,0,4226,3,4,1654.62,255
Jet Airways,DEL,COK,2,0,9483,21,3,2263.95,1420
Jet Airways,BLR,DEL,0,1,5198,15,5,1709.71,180
Jet Airways,DEL,COK,2,1,10368,27,6,2206.24,810
Vistara,MAA,CCU,0,0,11982,3,6,1387.26,140
Air India,BLR,DEL,1,0,8032,15,3,2028.89,1510
Air India,CCU,BLR,0,0,5510,15,5,1547.27,150
IndiGo,DEL,COK,1,0,8177,9,5,2130.78,305
Air Asia,DEL,COK,1,0,11410,1,6,2077.09,340
GoAir,DEL,COK,1,0,9385,21,3,2201.6,350
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,540
SpiceJet,CCU,BLR,0,0,3873,18,6,1547.27,145
Multiple carriers,DEL,COK,1,0,11999,21,3,2201.6,430
Jet Airways,DEL,COK,2,0,14300,27,6,2895.09,1095
SpiceJet,BOM,HYD,0,2,2175,12,5,623.54,90
Air India,DEL,COK,2,0,14431,9,5,4043.05,1490
Jet Airways,BLR,DEL,0,0,7229,21,5,1709.71,165
IndiGo,CCU,BLR,1,0,3809,24,5,1662.88,265
Multiple carriers,DEL,COK,1,0,7354,24,6,2201.6,705
Multiple carriers,DEL,COK,1,0,12537,27,3,2201.6,450
Air India,DEL,COK,1,0,9719,27,5,2201.6,375
Jet Airways,BOM,HYD,0,0,8040,24,5,623.54,90
Jet Airways,BOM,HYD,0,1,4995,24,5,623.54,85
IndiGo,BLR,DEL,0,0,4591,6,4,1709.71,170
Air India,CCU,BLR,1,0,7662,6,6,2538.47,1700
IndiGo,MAA,CCU,0,0,3850,24,6,1387.26,140
IndiGo,DEL,COK,1,0,6442,3,6,2084.71,835
IndiGo,DEL,COK,1,0,11378,3,6,2130.78,305
Multiple carriers,DEL,COK,1,0,13377,27,6,2201.6,630
Jet Airways,CCU,BLR,1,1,10844,21,5,2500.36,740
Jet Airways,BOM,HYD,0,1,4995,9,5,623.54,85
Air India,DEL,COK,2,0,6057,27,3,2292.07,970
Air India,BLR,DEL,0,0,5176,6,4,1709.71,165
Jet Airways,DEL,COK,2,0,13014,9,6,2206.24,1125
IndiGo,BLR,DEL,1,0,7917,1,3,1722.67,260
SpiceJet,DEL,COK,1,0,5583,9,6,2278.33,315
Jet Airways,BLR,DEL,0,0,7229,9,4,1709.71,165
IndiGo,DEL,COK,1,0,7191,18,5,2201.6,570
Jet Airways,BOM,HYD,0,1,3210,12,6,623.54,90
IndiGo,DEL,COK,1,0,14871,6,3,2201.6,635
Multiple carriers,DEL,COK,1,0,8099,15,5,2201.6,645
Air India,CCU,BLR,1,0,8366,21,5,2500.36,545
IndiGo,MAA,CCU,0,0,6297,9,3,1387.26,140
Multiple carriers,DEL,COK,1,0,18286,3,3,2201.6,480
Jet Airways,DEL,COK,1,0,17024,6,3,2201.6,1240
Jet Airways,BLR,DEL,0,1,6144,24,4,1709.71,180
Multiple carriers,DEL,COK,1,0,13941,9,3,2201.6,825
Jet Airways,BLR,DEL,0,1,3702,9,5,1709.71,185
SpiceJet,DEL,COK,1,0,5583,15,5,2278.33,315
Air India,BOM,HYD,1,0,10208,12,3,2404.77,810
Jet Airways,CCU,BLR,1,1,12384,6,5,3022.67,505
Air India,CCU,BLR,2,0,17049,6,5,3290.72,1165
IndiGo,DEL,COK,1,0,7006,24,5,2201.6,810
Air India,CCU,BLR,2,0,12723,12,6,3045.77,875
Jet Airways,DEL,COK,1,1,10577,12,6,2201.6,1225
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,730
Jet Airways,DEL,COK,1,1,10262,24,6,2201.6,925
Multiple carriers,DEL,COK,1,0,7155,24,6,2201.6,470
Multiple carriers,DEL,COK,1,0,15147,3,3,2201.6,915
IndiGo,BLR,DEL,0,0,4823,12,6,1709.71,175
Air India,BLR,DEL,1,0,8714,15,3,2443.47,410
Jet Airways,CCU,BLR,1,0,10953,6,5,3022.67,1450
Air India,CCU,BLR,1,0,10203,12,6,3022.67,1435
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,1415
Jet Airways,CCU,BLR,1,0,14151,12,5,3022.67,840
Jet Airways,CCU,BLR,1,0,12121,24,5,3022.67,1730
Vistara,DEL,COK,0,0,5586,9,4,2048.6,190
Jet Airways,CCU,BLR,1,1,10844,18,5,2500.36,1655
Jet Airways,CCU,BLR,1,1,8586,21,5,2500.36,450
SpiceJet,DEL,COK,1,0,5409,6,6,2077.09,295
Multiple carriers,DEL,COK,2,0,7178,21,3,2292.07,695
Multiple carriers,DEL,COK,1,1,5797,24,6,2201.6,910
Jet Airways,CCU,BLR,1,0,13759,24,3,2500.36,1435
Air India,CCU,BLR,2,0,13873,24,5,3728.94,1100
Jet Airways,DEL,COK,1,0,16079,21,5,2201.6,1325
SpiceJet,BOM,HYD,0,0,2017,27,6,623.54,90
Jet Airways,CCU,BLR,1,1,10844,18,5,2500.36,1335
SpiceJet,BLR,DEL,0,2,3573,24,4,1709.71,175
Jet Airways,CCU,BLR,1,1,8066,6,5,3022.67,1450
Jet Airways,DEL,COK,1,1,14053,9,3,2201.6,1320
Jet Airways,BLR,DEL,1,0,12284,18,3,1971.87,435
SpiceJet,DEL,COK,1,0,5351,9,4,2278.33,315
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1430
IndiGo,DEL,COK,1,0,10394,3,3,2278.33,320
Jet Airways,CCU,BLR,1,1,9663,15,5,2500.36,865
Multiple carriers,DEL,COK,1,0,13727,18,5,2201.6,480
Jet Airways,DEL,COK,1,1,10262,12,6,2201.6,1040
IndiGo,BLR,DEL,0,0,4823,9,4,1709.71,175
Air Asia,BLR,DEL,0,0,7074,3,3,1709.71,170
Multiple carriers,DEL,COK,1,0,17267,6,3,2201.6,835
Multiple carriers,DEL,COK,1,0,14067,21,5,2201.6,630
IndiGo,BLR,DEL,0,0,4823,1,5,1709.71,170
IndiGo,BLR,DEL,0,0,4823,27,4,1709.71,170
Air Asia,BLR,DEL,0,0,4483,12,5,1709.71,170
Air India,CCU,BLR,2,0,14960,6,6,3664.88,805
Air India,BLR,DEL,0,0,7171,1,6,1709.71,165
Air India,CCU,BLR,1,0,12173,24,3,3022.67,745
Air India,BLR,DEL,1,0,11392,3,3,1977.76,495
Air India,CCU,BLR,2,0,16057,15,5,3728.94,1665
Jet Airways,CCU,BLR,1,0,14151,9,6,3022.67,1075
Jet Airways,BLR,DEL,0,1,4030,21,5,1709.71,175
IndiGo,CCU,BLR,1,0,4226,6,5,1547.97,220
Air India,DEL,COK,1,0,11050,9,3,2201.6,915
Air India,BLR,DEL,0,0,6961,21,5,1709.71,165
Jet Airways,CCU,BLR,1,0,14231,24,3,2500.36,725
Jet Airways,DEL,COK,2,1,10919,27,6,2600.67,1320
Air India,DEL,COK,2,0,10913,27,3,2671.33,735
IndiGo,MAA,CCU,0,0,5277,27,6,1387.26,140
Multiple carriers,DEL,COK,1,0,7485,21,5,2201.6,640
Jet Airways,CCU,BLR,1,0,14231,24,3,2500.36,1405
GoAir,DEL,COK,1,0,4201,6,4,2247.89,370
Air India,DEL,COK,0,0,7931,6,3,2048.6,180
Multiple carriers,DEL,COK,1,0,6513,15,5,2084.71,455
Jet Airways,DEL,COK,1,0,14714,6,6,2201.6,1680
IndiGo,CCU,BLR,1,0,6218,9,5,1874.71,325
Air India,DEL,COK,2,0,8603,27,6,2206.24,435
IndiGo,DEL,COK,1,0,7318,21,5,2201.6,750
Multiple carriers,DEL,COK,1,0,13504,15,6,2201.6,540
Multiple carriers,DEL,COK,1,0,9646,15,5,2084.71,925
IndiGo,CCU,BLR,0,0,5224,27,5,1547.27,155
Jet Airways,CCU,BLR,1,0,12692,12,6,3022.67,505
Jet Airways,CCU,BLR,1,1,9689,6,6,2538.47,435
Air India,CCU,BLR,2,0,13033,9,5,3728.94,920
Jet Airways,CCU,BLR,1,0,13626,12,6,2500.36,590
IndiGo,BOM,HYD,0,0,2754,18,5,623.54,90
Jet Airways,CCU,BLR,1,0,12121,9,5,3022.67,1005
IndiGo,BLR,DEL,0,0,3419,24,4,1709.71,165
Air India,CCU,BLR,2,0,13033,21,5,3728.94,920
IndiGo,CCU,BLR,0,0,4174,6,4,1547.27,155
Air Asia,DEL,COK,1,0,6152,27,6,2077.09,870
Air India,DEL,COK,0,0,5201,27,6,2048.6,170
Jet Airways,BLR,DEL,1,1,9134,15,3,1971.87,550
Air India,CCU,BLR,2,0,13243,18,5,3728.94,1100
Jet Airways,DEL,COK,2,0,15129,27,5,2206.24,1375
Jet Airways,BOM,HYD,0,1,2759,9,5,623.54,90
IndiGo,BLR,DEL,0,0,4423,15,5,1709.71,165
Vistara,CCU,BLR,1,0,9187,18,5,3022.67,930
Multiple carriers,DEL,COK,1,0,7740,18,5,2084.71,920
Jet Airways,BLR,DEL,0,1,6144,24,5,1709.71,180
Multiple carriers,DEL,COK,1,0,10877,9,6,2201.6,460
IndiGo,DEL,COK,1,0,6442,15,6,2084.71,635
IndiGo,DEL,COK,1,0,7048,27,3,2201.6,645
Multiple carriers,DEL,COK,1,1,5797,27,6,2201.6,615
Air India,BLR,DEL,2,0,10573,3,3,2034.22,1030
IndiGo,DEL,COK,1,0,7503,15,5,2201.6,750
IndiGo,DEL,COK,1,0,6104,12,6,2201.6,480
Jet Airways,CCU,BLR,1,1,9663,9,5,2500.36,665
Jet Airways,BLR,DEL,0,1,5769,3,6,1709.71,175
Air India,BOM,HYD,0,0,3100,15,6,623.54,90
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,655
SpiceJet,CCU,BLR,0,2,3815,15,3,1547.27,150
Jet Airways,DEL,COK,2,0,14300,15,6,2895.09,1460
IndiGo,BLR,DEL,0,0,4823,1,6,1709.71,175
IndiGo,BOM,HYD,0,0,2754,18,6,623.54,90
Multiple carriers,DEL,COK,1,0,9736,3,6,2201.6,795
Jet Airways,BLR,DEL,1,1,7280,21,3,2028.89,280
Multiple carriers,DEL,COK,1,0,7408,9,6,2201.6,780
Jet Airways,CCU,BLR,1,0,13044,12,6,2500.36,960
Air India,CCU,BLR,2,0,12723,24,5,3045.77,1045
Jet Airways,CCU,BLR,1,1,8586,6,5,2500.36,730
IndiGo,DEL,COK,1,0,6316,12,6,2201.6,570
Jet Airways,DEL,COK,1,0,15554,9,5,2201.6,600
SpiceJet,BOM,HYD,0,2,2385,15,3,623.54,80
Multiple carriers,DEL,COK,1,0,13587,9,6,2201.6,480
IndiGo,DEL,COK,1,0,13790,3,3,2786.9,355
Air India,DEL,COK,2,0,10975,15,5,2292.07,1420
Jet Airways,CCU,BLR,1,0,14388,21,5,2500.36,1495
Multiple carriers,DEL,COK,1,0,7198,6,6,2201.6,450
Jet Airways,DEL,COK,2,1,13029,9,5,2206.24,1615
Multiple carriers,DEL,COK,1,1,12717,27,5,2201.6,730
IndiGo,DEL,COK,1,0,14871,3,3,2201.6,400
Jet Airways,CCU,BLR,2,1,10118,6,6,2512.92,860
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,335
Jet Airways,BOM,HYD,0,1,2071,24,3,623.54,90
Air India,BLR,DEL,0,0,5228,27,4,1709.71,170
Jet Airways,BLR,DEL,1,1,7832,21,3,1971.87,1110
Multiple carriers,DEL,COK,1,0,7005,6,6,2201.6,560
Jet Airways,DEL,COK,2,0,14237,9,6,2220.78,1090
SpiceJet,BLR,DEL,0,0,3971,6,4,1709.71,175
IndiGo,BLR,DEL,0,0,3943,21,6,1709.71,170
IndiGo,DEL,COK,1,0,8574,27,3,2201.6,530
Air India,DEL,COK,2,0,12646,15,6,2308.95,800
Jet Airways,DEL,COK,2,0,13082,21,3,2229.75,1790
Jet Airways,CCU,BLR,1,0,13941,21,5,2500.36,1430
GoAir,DEL,COK,1,0,5135,6,4,2201.6,355
Air India,CCU,BLR,1,0,11096,21,5,3022.67,625
Jet Airways,BLR,DEL,1,0,13555,18,3,1971.87,640
Vistara,BLR,DEL,0,0,5403,12,4,1709.71,170
Jet Airways,DEL,COK,2,1,15812,24,6,2335.87,440
Jet Airways,CCU,BLR,1,0,14781,21,5,2500.36,735
Air India,DEL,COK,1,0,8907,6,6,2077.09,570
Air India,CCU,BLR,0,0,4145,3,5,1547.27,155
Jet Airways,CCU,BLR,1,0,14151,9,6,3022.67,800
Multiple carriers,DEL,COK,1,0,7845,27,3,2201.6,570
Multiple carriers,DEL,COK,1,0,8099,15,5,2201.6,600
Multiple carriers,DEL,COK,1,0,13377,27,5,2201.6,630
Air India,BLR,DEL,2,0,12734,12,3,2109.51,1710
Jet Airways,DEL,COK,1,1,10262,3,6,2201.6,335
