Airline,Source,Dest,Route Map,Stops,Info,Price,Day,Month,Distance(km),Dep_Hr,Dep_Min,Duration_Hr,Duration_Min
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6818,15,6,2084.71,05,05,11,5
Air India,CCU,BLR,CCU → BLR,0,0,5510,12,6,1547.27,14,15,2,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,21,5,2500.36,06,30,26,50
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,7038,3,6,2084.71,14,55,7,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8266,9,5,2201.6,08,45,10,30
Jet Airways,DEL,COK,DEL → ATQ → BOM → COK,2,0,14300,27,6,2895.09,18,20,24,40
Air India,CCU,BLR,CCU → BOM → BLR,1,0,8366,9,5,2500.36,09,25,22,30
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,17261,06,3,1971.87,22,50,11,35
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8452,6,6,3022.67,07,10,25,55
IndiGo,CCU,BLR,CCU → GAU → BLR,1,0,8567,1,4,2538.47,15,10,5,20
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,9646,15,6,2084.71,07,05,15,25
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,8341,9,4,2993.19,22,00,21,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,9,5,2201.6,17,30,25,30
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,21,6,1387.26,17,45,2,20
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,13994,9,6,3022.67,17,00,6,35
IndiGo,BLR,DEL,BLR → DEL,0,0,4777,24,3,1709.71,04,00,2,50
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,7038,1,6,2084.71,14,55,7,35
IndiGo,BOM,HYD,BOM → HYD,0,0,3175,3,4,623.54,16,55,1,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7408,9,6,2201.6,10,00,11,0
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,15,6,1709.71,21,15,3,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15974,6,3,2201.6,08,00,20,25
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,27,5,1547.27,06,55,2,35
IndiGo,BLR,DEL,BLR → DEL,0,0,4423,15,4,1709.71,10,10,2,50
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,27,5,2206.24,09,40,18,45
IndiGo,DEL,COK,DEL → BOM → COK,1,0,8285,21,3,2201.6,08,25,12,35
Air India,BOM,HYD,BOM → HYD,0,0,3100,6,6,623.54,06,20,1,20
Air India,BLR,DEL,BLR → BOM → BHO → DEL,2,0,25430,01,3,2079.22,08,50,24,35
SpiceJet,BOM,HYD,BOM → HYD,0,2,2385,18,3,623.54,13,10,1,20
Jet Airways,CCU,BLR,CCU → GAU → BLR,1,0,11316,6,6,2538.47,10,20,7,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,15,6,2201.6,02,15,16,45
Air India,CCU,BLR,CCU → IXR → BBI → BLR,2,0,7662,24,5,1838.55,05,50,7,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14231,24,3,2500.36,16,55,26,45
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6838,9,6,2201.6,09,15,11,45
Jet Airways,DEL,COK,DEL → NAG → BOM → COK,2,0,13376,15,6,2600.67,06,45,21,40
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,15,00,28,0
IndiGo,DEL,COK,DEL → BOM → COK,1,0,8574,27,3,2201.6,07,30,8,0
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,09,3,1971.87,21,25,10,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12192,24,6,2201.6,03,50,15,10
Jet Airways,BOM,HYD,BOM → HYD,0,1,4050,15,6,623.54,10,20,1,30
GoAir,BLR,DEL,BLR → DEL,0,0,6722,12,4,1709.71,07,45,2,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,9,6,2500.36,20,00,20,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7408,15,6,2201.6,07,00,14,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14189,21,3,2201.6,20,50,7,35
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,24,5,1547.27,17,10,2,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,9,5,2500.36,14,05,14,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7155,27,6,2201.6,10,35,8,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9899,12,6,2500.36,08,25,9,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14571,6,6,2500.36,08,25,11,25
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,18,5,1709.71,18,55,2,55
Jet Airways,BLR,DEL,BLR → DEL,0,1,4544,9,5,1709.71,08,20,3,0
Air India,BLR,DEL,BLR → AMD → DEL,1,3,14752,01,3,1977.76,00,30,20,0
Air India,CCU,BLR,CCU → BOM → COK → BLR,2,0,11542,9,5,3097.47,09,25,28,20
Jet Airways,DEL,COK,DEL → COK,0,1,7202,21,5,2048.6,09,50,3,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,11098,9,6,2201.6,10,35,8,25
Air India,BOM,HYD,BOM → HYD,0,0,2575,27,3,623.54,19,30,1,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6673,27,3,2201.6,13,00,12,35
IndiGo,BLR,DEL,BLR → DEL,0,0,14306,01,3,1709.71,18,55,2,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,18,5,2201.6,21,50,6,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,9314,15,5,3022.67,09,35,28,50
Jet Airways,BOM,HYD,BOM → HYD,0,1,4995,9,3,623.54,06,30,1,30
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,11,40,20,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,21,5,2500.36,08,25,23,50
Air India,DEL,COK,DEL → COK,0,0,6094,27,4,2048.6,05,10,2,50
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,13292,24,6,2232.34,05,30,13,30
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,9,6,2206.24,05,30,22,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9718,27,5,2201.6,10,00,11,0
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7412,21,3,1971.87,08,55,22,45
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,10441,6,6,2993.19,22,00,21,15
IndiGo,DEL,COK,DEL → BOM → COK,1,0,14871,3,3,2201.6,10,45,14,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,18,5,2201.6,08,00,11,0
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,36235,01,3,1971.87,14,05,5,5
IndiGo,BOM,HYD,BOM → HYD,0,0,3175,24,3,623.54,16,55,1,30
SpiceJet,MAA,CCU,MAA → CCU,0,0,3597,24,5,1387.26,17,45,2,20
SpiceJet,BOM,HYD,BOM → HYD,0,2,1965,27,6,623.54,13,15,1,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12717,24,6,2201.6,10,00,9,0
IndiGo,DEL,COK,DEL → COK,0,0,6015,3,6,2048.6,14,25,3,15
Air Asia,BLR,DEL,BLR → DEL,0,0,5615,09,3,1709.71,23,25,2,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7845,27,3,2201.6,19,00,6,35
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,9,6,2500.36,21,10,25,25
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,27210,15,3,1971.87,21,25,7,40
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,6,4,1547.27,14,25,2,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6883,21,3,2201.6,08,00,13,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6883,21,3,2201.6,09,00,12,0
Jet Airways,CCU,BLR,CCU → GAU → BLR,1,0,8355,21,5,2538.47,10,20,7,15
SpiceJet,BLR,DEL,BLR → DEL,0,2,5469,24,3,1709.71,20,30,2,50
Jet Airways,BLR,DEL,BLR → DEL,0,1,6478,27,6,1709.71,06,00,2,45
Vistara,BLR,DEL,BLR → DEL,0,0,11913,03,3,1709.71,19,40,2,40
IndiGo,DEL,COK,DEL → BOM → COK,1,0,7006,21,5,2201.6,18,35,6,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,12681,1,4,2500.36,16,30,6,5
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,15129,21,5,2263.95,23,05,19,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13587,15,6,2201.6,14,00,7,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,1,6,2201.6,19,15,23,45
IndiGo,BLR,DEL,BLR → HYD → DEL,1,0,6220,03,3,1722.67,07,30,4,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,6,6,2201.6,07,05,5,30
Air India,CCU,BLR,CCU → BOM → BLR,1,0,8576,12,5,2500.36,09,25,9,5
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10031,24,3,2500.36,19,45,24,55
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,12819,24,6,2263.95,19,10,23,50
GoAir,DEL,COK,DEL → AMD → COK,1,0,5052,15,4,2247.89,07,25,6,10
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,22270,01,3,1971.87,08,00,24,15
Vistara,BLR,DEL,BLR → DEL,0,0,5613,27,4,1709.71,07,00,2,40
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,1,4,1547.27,09,00,2,25
IndiGo,DEL,COK,DEL → COK,0,0,6015,15,5,2048.6,05,35,3,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,9,6,2500.36,06,30,5,30
SpiceJet,BOM,HYD,BOM → HYD,0,0,2227,12,5,623.54,13,15,1,30
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,1,4,1709.71,19,50,3,0
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,6,6,2206.24,05,30,13,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,17,30,10,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12192,12,6,2201.6,07,00,12,0
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,12121,9,5,3022.67,09,35,14,0
Air India,DEL,COK,DEL → CCU → BOM → COK,2,0,16163,27,5,4043.05,06,50,24,50
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,12284,18,3,1971.87,05,45,12,40
IndiGo,BLR,DEL,BLR → DEL,0,0,5780,21,6,1709.71,19,30,2,45
Jet Airways,BOM,HYD,BOM → HYD,0,1,4995,9,5,623.54,10,20,1,30
IndiGo,DEL,COK,DEL → BLR → COK,1,0,6496,9,6,2077.09,05,10,4,55
Air India,DEL,COK,DEL → LKO → BOM → COK,2,0,12488,12,6,2671.33,12,20,30,55
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,15,5,1709.71,07,10,2,55
SpiceJet,BOM,HYD,BOM → HYD,0,2,2647,18,6,623.54,05,45,1,30
IndiGo,BLR,DEL,BLR → DEL,0,0,12649,03,3,1709.71,13,00,2,50
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8266,12,6,2201.6,11,40,7,35
Vistara,DEL,COK,DEL → COK,0,0,6216,15,5,2048.6,06,00,3,10
IndiGo,BLR,DEL,BLR → DEL,0,0,4423,1,4,1709.71,01,30,2,45
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,17996,06,3,1971.87,08,00,24,15
SpiceJet,DEL,COK,DEL → PNQ → COK,1,2,5726,15,4,2130.78,08,45,4,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15147,6,3,2201.6,06,00,9,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,18,5,2201.6,20,55,22,5
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,12819,24,6,2263.95,23,05,29,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7198,27,6,2201.6,18,00,7,30
IndiGo,DEL,COK,DEL → BOM → COK,1,0,5073,3,4,2201.6,16,00,5,0
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,27,6,1709.71,21,15,3,0
Jet Airways,BOM,HYD,BOM → HYD,0,1,3205,27,3,623.54,07,10,1,25
SpiceJet,BLR,DEL,BLR → DEL,0,2,3257,12,5,1709.71,05,55,2,40
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,3,6,1547.27,22,15,2,35
IndiGo,BLR,DEL,BLR → NAG → DEL,1,0,10231,09,3,1743.04,16,50,4,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,20,55,7,30
IndiGo,BOM,HYD,BOM → HYD,0,0,2227,21,3,623.54,21,20,1,25
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,9258,1,4,2578.2,12,00,23,10
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9663,24,5,2500.36,16,30,16,50
Jet Airways,BOM,HYD,BOM → HYD,0,0,8040,21,5,623.54,07,05,1,25
GoAir,BLR,DEL,BLR → DEL,0,0,3419,6,6,1709.71,20,55,2,45
Jet Airways,BLR,DEL,BLR → DEL,0,0,8016,1,6,1709.71,07,10,3,0
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,6,4,1709.71,17,45,3,0
GoAir,DEL,COK,DEL → BOM → COK,1,0,4959,6,6,2201.6,10,35,9,0
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,10151,9,6,2578.2,12,00,23,10
Air India,DEL,COK,DEL → RPR → NAG → BOM → COK,3,0,10703,18,5,2971.24,05,15,38,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,9,6,2500.36,08,25,9,50
IndiGo,DEL,COK,DEL → HYD → COK,1,0,7205,6,3,2084.71,16,10,6,10
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,12284,18,3,1971.87,08,55,9,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,13994,9,6,3022.67,09,35,12,30
IndiGo,DEL,COK,DEL → COK,0,0,6015,15,4,2048.6,14,25,3,15
IndiGo,CCU,BLR,CCU → MAA → BLR,1,0,4226,3,4,1654.62,06,15,4,15
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,9483,21,3,2263.95,19,10,23,40
Jet Airways,BLR,DEL,BLR → DEL,0,1,5198,15,5,1709.71,07,10,3,0
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,27,6,2206.24,05,30,13,30
Vistara,MAA,CCU,MAA → CCU,0,0,11982,3,6,1387.26,17,45,2,20
Air India,BLR,DEL,BLR → MAA → DEL,1,0,8032,15,3,2028.89,11,50,25,10
Air India,CCU,BLR,CCU → BLR,0,0,5510,15,5,1547.27,14,15,2,30
IndiGo,DEL,COK,DEL → PNQ → COK,1,0,8177,9,5,2130.78,23,30,5,5
Air Asia,DEL,COK,DEL → BLR → COK,1,0,11410,1,6,2077.09,16,45,5,40
GoAir,DEL,COK,DEL → BOM → COK,1,0,9385,21,3,2201.6,07,00,5,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,6,6,2201.6,10,00,9,0
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,18,6,1547.27,09,00,2,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,11999,21,3,2201.6,11,40,7,10
Jet Airways,DEL,COK,DEL → ATQ → BOM → COK,2,0,14300,27,6,2895.09,18,20,18,15
SpiceJet,BOM,HYD,BOM → HYD,0,2,2175,12,5,623.54,13,15,1,30
Air India,DEL,COK,DEL → CCU → BOM → COK,2,0,14431,9,5,4043.05,06,50,24,50
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,21,5,1709.71,06,00,2,45
IndiGo,CCU,BLR,CCU → HYD → BLR,1,0,3809,24,5,1662.88,19,20,4,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7354,24,6,2201.6,07,30,11,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12537,27,3,2201.6,08,00,7,30
Air India,DEL,COK,DEL → BOM → COK,1,0,9719,27,5,2201.6,13,00,6,15
Jet Airways,BOM,HYD,BOM → HYD,0,0,8040,24,5,623.54,10,20,1,30
Jet Airways,BOM,HYD,BOM → HYD,0,1,4995,24,5,623.54,07,05,1,25
IndiGo,BLR,DEL,BLR → DEL,0,0,4591,6,4,1709.71,23,30,2,50
Air India,CCU,BLR,CCU → GAU → BLR,1,0,7662,6,6,2538.47,16,45,28,20
IndiGo,MAA,CCU,MAA → CCU,0,0,3850,24,6,1387.26,07,55,2,20
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,3,6,2084.71,08,35,13,55
IndiGo,DEL,COK,DEL → PNQ → COK,1,0,11378,3,6,2130.78,23,30,5,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13377,27,6,2201.6,15,00,10,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,21,5,2500.36,08,25,12,20
Jet Airways,BOM,HYD,BOM → HYD,0,1,4995,9,5,623.54,07,05,1,25
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,6057,27,3,2292.07,17,15,16,10
Air India,BLR,DEL,BLR → DEL,0,0,5176,6,4,1709.71,10,00,2,45
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,13014,9,6,2206.24,09,40,18,45
IndiGo,BLR,DEL,BLR → HYD → DEL,1,0,7917,01,3,1722.67,16,15,4,20
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5583,9,6,2278.33,06,05,5,15
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,9,4,1709.71,06,00,2,45
IndiGo,DEL,COK,DEL → BOM → COK,1,0,7191,18,5,2201.6,16,00,9,30
Jet Airways,BOM,HYD,BOM → HYD,0,1,3210,12,6,623.54,19,35,1,30
IndiGo,DEL,COK,DEL → BOM → COK,1,0,14871,6,3,2201.6,15,00,10,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8099,15,5,2201.6,08,30,10,45
Air India,CCU,BLR,CCU → BOM → BLR,1,0,8366,21,5,2500.36,09,25,9,5
IndiGo,MAA,CCU,MAA → CCU,0,0,6297,9,3,1387.26,22,05,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,18286,3,3,2201.6,13,00,8,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,17024,6,3,2201.6,23,05,20,40
Jet Airways,BLR,DEL,BLR → DEL,0,1,6144,24,4,1709.71,07,10,3,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13941,9,3,2201.6,06,00,13,45
Jet Airways,BLR,DEL,BLR → DEL,0,1,3702,9,5,1709.71,18,55,3,5
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5583,15,5,2278.33,06,05,5,15
Air India,BOM,HYD,BOM → DEL → HYD,1,0,10208,12,3,2404.77,19,40,13,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,12384,6,5,3022.67,09,35,8,25
Air India,CCU,BLR,CCU → DEL → AMD → BLR,2,0,17049,6,5,3290.72,10,00,19,25
IndiGo,DEL,COK,DEL → BOM → COK,1,0,7006,24,5,2201.6,07,30,13,30
Air India,CCU,BLR,CCU → IXR → DEL → BLR,2,0,12723,12,6,3045.77,05,50,14,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10577,12,6,2201.6,08,00,20,25
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,16736,06,3,1971.87,07,00,12,10
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,13,00,15,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7155,24,6,2201.6,11,25,7,50
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15147,3,3,2201.6,10,20,15,15
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,12,6,1709.71,07,10,2,55
Air India,BLR,DEL,BLR → BBI → DEL,1,0,8714,15,3,2443.47,09,30,6,50
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,10953,6,5,3022.67,09,35,24,10
Air India,CCU,BLR,CCU → DEL → BLR,1,0,10203,12,6,3022.67,20,30,23,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,18,5,2201.6,13,00,23,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,12,5,3022.67,09,35,14,0
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,12121,24,5,3022.67,09,35,28,50
Vistara,DEL,COK,DEL → COK,0,0,5586,9,4,2048.6,06,00,3,10
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,18,5,2500.36,08,25,27,35
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,21,5,2500.36,21,10,7,30
SpiceJet,DEL,COK,DEL → BLR → COK,1,0,5409,6,6,2077.09,17,55,4,55
Multiple carriers,DEL,COK,DEL → HYD → MAA → COK,2,0,7178,21,3,2292.07,09,45,11,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,1,5797,24,6,2201.6,10,20,15,10
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13759,24,3,2500.36,19,45,23,55
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13873,24,5,3728.94,07,00,18,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16079,21,5,2201.6,20,55,22,5
SpiceJet,BOM,HYD,BOM → HYD,0,0,2017,27,6,623.54,13,15,1,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,18,5,2500.36,20,00,22,15
SpiceJet,BLR,DEL,BLR → DEL,0,2,3573,24,4,1709.71,21,10,2,55
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,8066,6,5,3022.67,09,35,24,10
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,14053,9,3,2201.6,20,50,22,0
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,12284,18,3,1971.87,08,00,7,15
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5351,9,4,2278.33,06,05,5,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,7064,1,4,2500.36,16,30,23,50
IndiGo,DEL,COK,DEL → MAA → COK,1,0,10394,3,3,2278.33,02,05,5,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9663,15,5,2500.36,18,55,14,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13727,18,5,2201.6,17,30,8,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,12,6,2201.6,19,15,17,20
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,9,4,1709.71,07,10,2,55
Air Asia,BLR,DEL,BLR → DEL,0,0,7074,03,3,1709.71,05,50,2,50
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,17267,6,3,2201.6,07,05,13,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14067,21,5,2201.6,15,00,10,30
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,1,5,1709.71,08,30,2,50
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,27,4,1709.71,20,00,2,50
Air Asia,BLR,DEL,BLR → DEL,0,0,4483,12,5,1709.71,23,55,2,50
Air India,CCU,BLR,CCU → GAU → DEL → BLR,2,0,14960,6,6,3664.88,09,50,13,25
Air India,BLR,DEL,BLR → DEL,0,0,7171,1,6,1709.71,17,00,2,45
Air India,CCU,BLR,CCU → DEL → BLR,1,0,12173,24,3,3022.67,20,30,12,25
Air India,BLR,DEL,BLR → AMD → DEL,1,0,11392,03,3,1977.76,00,30,8,15
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,16057,15,5,3728.94,10,00,27,45
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,9,6,3022.67,17,00,17,55
Jet Airways,BLR,DEL,BLR → DEL,0,1,4030,21,5,1709.71,11,10,2,55
IndiGo,CCU,BLR,CCU → BBI → BLR,1,0,4226,6,5,1547.97,19,35,3,40
Air India,DEL,COK,DEL → BOM → COK,1,0,11050,9,3,2201.6,04,00,15,15
Air India,BLR,DEL,BLR → DEL,0,0,6961,21,5,1709.71,10,00,2,45
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14231,24,3,2500.36,21,10,12,5
Jet Airways,DEL,COK,DEL → NAG → BOM → COK,2,1,10919,27,6,2600.67,14,35,22,0
Air India,DEL,COK,DEL → LKO → BOM → COK,2,0,10913,27,3,2671.33,07,00,12,15
IndiGo,MAA,CCU,MAA → CCU,0,0,5277,27,6,1387.26,22,05,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7485,21,5,2201.6,10,20,10,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14231,24,3,2500.36,16,55,23,25
GoAir,DEL,COK,DEL → AMD → COK,1,0,4201,6,4,2247.89,07,25,6,10
Air India,DEL,COK,DEL → COK,0,0,7931,6,3,2048.6,14,10,3,0
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,6513,15,5,2084.71,14,55,7,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,6,6,2201.6,15,00,28,0
IndiGo,CCU,BLR,CCU → NAG → BLR,1,0,6218,9,5,1874.71,18,05,5,25
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,8603,27,6,2206.24,12,00,7,15
IndiGo,DEL,COK,DEL → BOM → COK,1,0,7318,21,5,2201.6,08,30,12,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13504,15,6,2201.6,10,00,9,0
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,9646,15,5,2084.71,07,05,15,25
IndiGo,CCU,BLR,CCU → BLR,0,0,5224,27,5,1547.27,11,30,2,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,12692,12,6,3022.67,09,35,8,25
Jet Airways,CCU,BLR,CCU → GAU → BLR,1,1,9689,6,6,2538.47,10,20,7,15
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13033,9,5,3728.94,10,00,15,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13626,12,6,2500.36,06,30,9,50
IndiGo,BOM,HYD,BOM → HYD,0,0,2754,18,5,623.54,19,05,1,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,12121,9,5,3022.67,17,00,16,45
IndiGo,BLR,DEL,BLR → DEL,0,0,3419,24,4,1709.71,01,30,2,45
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13033,21,5,3728.94,10,00,15,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,6,4,1547.27,04,40,2,35
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6152,27,6,2077.09,07,55,14,30
Air India,DEL,COK,DEL → COK,0,0,5201,27,6,2048.6,05,10,2,50
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,9134,15,3,1971.87,07,00,9,10
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13243,18,5,3728.94,07,00,18,20
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,27,5,2206.24,05,30,22,55
Jet Airways,BOM,HYD,BOM → HYD,0,1,2759,9,5,623.54,19,35,1,30
IndiGo,BLR,DEL,BLR → DEL,0,0,4423,15,5,1709.71,06,05,2,45
